MMSI,start_timestamp,start_lat,start_lon,pred_lat_1h,pred_lon_1h,rf_pred_lat_1h,rf_pred_lon_1h,dead_reckoning_pred_lat_1h,dead_reckoning_pred_lon_1h,rf_weight_1h,prediction_method_1h,pred_lat_2h,pred_lon_2h,rf_pred_lat_2h,rf_pred_lon_2h,dead_reckoning_pred_lat_2h,dead_reckoning_pred_lon_2h,rf_weight_2h,prediction_method_2h,pred_lat_3h,pred_lon_3h,rf_pred_lat_3h,rf_pred_lon_3h,dead_reckoning_pred_lat_3h,dead_reckoning_pred_lon_3h,rf_weight_3h,prediction_method_3h,mean_error_km,generated_at
251323000,2026-01-05 07:00:00,57.716694,10.587635,57.71668337204348,10.58777517735474,57.71658772043473,10.589036773547335,57.716694000000004,10.587635000000006,0.1,rf_dead_reckoning_blend,57.716029380323334,10.592606863440494,57.715671508189736,10.595284020677681,57.716694000000004,10.587635000000006,0.65,rf_dead_reckoning_blend,57.71599658256221,10.598168799731065,57.71587350889672,10.600027705565957,57.716694000000004,10.587635000000006,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
253213000,2026-01-10 23:00:00,55.449066,8.478049,55.449058823238786,8.478051512362885,55.448994232387825,8.478074123628867,55.449066,8.478048999999999,0.1,rf_dead_reckoning_blend,55.44902047575296,8.478059351014327,55.448995962696856,8.478064924637428,55.449066,8.478048999999999,0.65,rf_dead_reckoning_blend,55.44902059780132,8.477990672133377,55.44901258564862,8.477980378980444,55.449066,8.478048999999999,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
253350000,2026-01-06 19:00:00,57.148937,7.3493586,57.236178549267336,7.319631807817251,57.06270230630314,7.578984775703248,57.25545368737446,7.290814811385474,0.1,rf_dead_reckoning_blend,57.19504549566298,7.518220616195295,57.10517760718047,7.672376238975881,57.36194300284478,7.231931602459923,0.65,rf_dead_reckoning_blend,57.19778590615331,7.685779107704226,57.15002965289608,7.776321475295508,57.46840467461093,7.172705691353627,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
253361000,2026-01-01 15:00:00,54.264694,14.638169,54.19119934325327,14.52113205176326,54.5857336518233,14.752573907091255,54.147362197856594,14.495416290060149,0.1,rf_dead_reckoning_blend,54.417437286145514,14.668782730814641,54.62613139926329,14.838565991719287,54.029862504641066,14.353470960563158,0.65,rf_dead_reckoning_blend,54.552172982272936,14.82498164085429,54.66510999308396,14.933097319106256,53.91219658767711,14.212326130759806,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
253830000,2026-01-10 23:00:00,56.27257,7.7270746,56.266073992973794,7.729473321944091,56.2652924649699,7.729881809140478,56.266160829418666,7.729427934477826,0.1,rf_dead_reckoning_blend,56.26446618923636,7.732312593956308,56.26700480655724,7.732599116505476,56.259751614211865,7.731780480650713,0.65,rf_dead_reckoning_blend,56.267400845297075,7.734057192655753,56.269881755454456,7.7340439491888775,56.2533423544053,7.734132238968044,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
255619000,2026-01-07 06:00:00,54.36525,10.143388,54.36422115780162,10.127872667640634,54.35496157801613,9.988234676406451,54.36525,10.143387999999987,0.1,rf_dead_reckoning_blend,54.359549178724976,9.957205042654738,54.356479505730725,9.856952681007296,54.36525,10.143387999999987,0.65,rf_dead_reckoning_blend,54.3149164435022,9.773209163832183,54.306034051179054,9.707883486861393,54.36525,10.143387999999987,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
255724000,2026-01-03 15:00:00,56.474735,7.409871,56.33288259503955,7.269591968715152,56.32706204638737,7.488343471458856,56.333529322667566,7.245286246188073,0.1,rf_dead_reckoning_blend,56.230854651960264,7.321955326610715,56.25171870525618,7.451207338432626,56.192107124410704,7.0819158760843095,0.65,rf_dead_reckoning_blend,56.160499254642154,7.347051110016413,56.179915979808854,7.42245783292825,56.050471145364185,6.919746346849337,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
255738000,2026-01-04 09:00:00,55.983944,7.066183,55.822522082295635,6.906680512087357,55.919656509515754,7.039518110423752,55.81172936816006,6.891920778938868,0.1,rf_dead_reckoning_blend,55.72220661522173,6.882291407325714,55.766864495180776,6.970112564080123,55.63927055244063,6.71919497335324,0.65,rf_dead_reckoning_blend,55.60465258111251,6.858925010651467,55.629019872935125,6.913796886582594,55.46657126078436,6.547984380375084,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
255744000,2026-01-10 23:00:00,54.821323,15.990555,54.77811091004924,16.200579750537372,54.76381502116802,15.800570073413962,54.779699342147154,16.245025270217752,0.1,rf_dead_reckoning_blend,54.76571843958287,16.15972566789947,54.78088913158835,15.977056174563227,54.73754429728696,16.498969012666777,0.65,rf_dead_reckoning_blend,54.78006538785296,16.20855897691141,54.795101668375494,16.112590296436466,54.694859798225245,16.752381499602762,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
255752000,2026-01-10 23:00:00,55.504513,9.617226,55.496995764403316,9.882004513874282,55.49949099558647,9.650588752438154,55.49671851649408,9.907717376256073,0.1,rf_dead_reckoning_blend,55.49207728126103,9.884945159735343,55.49414523617535,9.71632939439076,55.488236793563004,10.19808872394671,0.65,rf_dead_reckoning_blend,55.48175016948477,9.86507606771672,55.4822234326477,9.755090078240325,55.47906834489482,10.488330008082954,0.8500000000000001,rf_dead_reckoning_blend,3.1091375624759188,2026-04-27T12:49:49.579948+00:00
